Station Number,Sample ID,Sample Date,Statutory Class,Attained Class,Report,Final Determination
S-871,SA-871-2018R (1774),7/25/2018,--,--,,
S-871,1735,8/19/2008,A,Yes,View,A
S-872,SA-872-2013,7/16/2013,--,--,Report,
S-872,SA-872-2013R (1357),7/16/2013,A,Yes,,A
S-872,SA-872-2018,7/25/2018,--,--,,
S-872,1736,8/19/2008,A,Yes,View,A
S-872,2222,8/26/2013,A,Yes,View,A
S-872,2679,8/27/2018,A,Yes,,A
S-873,SA-873-2013,7/1/2013,--,--,Report,
S-873,SA-873-2013R (1341),7/1/2013,AA,Yes,,A
S-873,1740,8/20/2008,AA,Yes,View,A
S-874,1752,8/22/2008,B,Yes,View,A
S-875,1708,8/8/2008,B,No,Report,NA
S-875,2392,8/25/2015,B,Yes,View,A
S-876,SA-876-2016,6/27/2016,--,--,Report,
S-876,SA-876-2016 (1618),6/27/2016,--,--,,
S-876,SA-876-2016R (1618),6/27/2016,--,--,,
S-876,1754,9/4/2008,AA,Indeterminate,View,I
S-876,1989,9/10/2010,AA,No,View,NA
S-877,1774,8/28/2008,B,Yes,Report,B
S-877,2339,9/16/2013,B,Yes,,A
S-878,1775,8/28/2008,B,Yes,Report,B
S-878,2337,9/17/2013,B,Yes,,A
S-909,SA-909-2009,6/16/2009,--,--,Report,
S-909,1821,8/19/2004,B,Yes,Report,A
S-910,1826,6/10/2009,AA,Yes,View,A
S-910,1966,8/27/2010,AA,Yes,View,A
S-910,1979,8/27/2010,AA,Yes,View,A
S-911,1827,6/8/2009,AA,Yes,View,A
S-912,1828,6/10/2009,AA,Yes,View,A
S-913,1829,6/8/2009,AA,Yes,View,A
S-914,1830,6/9/2009,AA,Yes,View,A
S-914,1914,7/19/2010,AA,Yes,View,A
S-915,1831,6/9/2009,AA,Yes,View,A
S-915,1834,7/27/2009,AA,Yes,View,A
S-915,1915,7/19/2010,AA,Yes,View,A
S-916,SA-916-2009,6/25/2009,--,--,Report,
S-916,SA-916-2009R (930),6/25/2009,C,Yes,,B
S-916,1877,9/3/2009,C,Yes,View,B
S-917,SA-917-2009,7/13/2009,--,--,Report,
S-917,SA-917-2009R (881),7/13/2009,B,Yes,,A
S-918,1832,8/15/2008,B,No,View,C
S-918,1908,9/11/2009,B,No,View,C
S-919,1833,7/27/2009,AA,Yes,View,A
S-920,SA-920-2009,7/28/2009,--,--,Report,
S-920,SA-920-2009R (919),7/28/2009,B,No,,C
S-920,SA-920-2012,6/14/2012,--,--,,
S-920,SA-920-2012R (1130),6/14/2012,B,No,,C
S-920,SA-920-2017,6/20/2017,--,--,,
S-920,SA-920-2017 (1659),6/20/2017,--,--,,
S-920,SA-920-2017R (1659),6/20/2017,--,--,,
S-920,1874,8/26/2009,B,Yes,View,B
S-921,SA-921-2009,7/21/2009,--,--,Report,
S-921,SA-921-2009R (887),7/21/2009,B,Yes,,A
S-921,1848,8/18/2009,B,Yes,View,A
S-922,SA-922-2009,7/21/2009,--,--,Report,
S-922,SA-922-2009R (889),7/21/2009,B,No,,C
S-922,SA-922-2014,7/9/2014,--,--,,
S-922,SA-922-2014 (1390),7/9/2014,--,--,,
S-922,SA-922-2014R (1390),7/9/2014,B,No,,C
S-922,1850,8/18/2009,B,No,View,C
S-922,2269,8/18/2014,B,Yes,View,B
S-923,SA-923-2009,7/21/2009,--,--,Report,
S-923,SA-923-2009R (891),7/21/2009,B,No,,C
S-923,1853,8/18/2009,B,Yes,View,A
S-924,SA-924-2009,7/23/2009,--,--,Report,
S-924,SA-924-2009R (905),7/23/2009,B,No,,C
S-924,1872,8/20/2009,B,Yes,View,B
S-925,SA-925-2009,7/22/2009,--,--,Report,
S-925,SA-925-2009C (908),7/22/2009,--,--,,
S-925,SA-925-2009L (907),7/22/2009,--,--,,
S-925,SA-925-2014,7/29/2014,--,--,,
S-925,SA-925-2014 (1410),7/29/2014,--,--,,
S-925,SA-925-2014R (1410),7/29/2014,B,No,,C
S-925,1843,8/17/2009,B,Yes,View,A
S-925,2285,8/20/2014,B,Yes,View,A
S-926,SA-926-2009,7/23/2009,--,--,Report,
S-926,SA-926-2009R (910),7/23/2009,B,Yes,,B
S-926,SA-926-2014,7/29/2014,--,--,,
S-926,SA-926-2014 (1407),7/29/2014,--,--,,
S-926,SA-926-2014R (1407),7/29/2014,B,Yes,,B
S-926,1846,8/17/2009,B,Yes,View,A
S-927,1879,8/21/2008,B,No,View,C
S-927,1909,9/11/2009,B,No,View,NA
S-928,SA-928-2009,7/23/2009,--,--,Report,
S-928,SA-928-2009R (914),7/23/2009,A,No,,C
S-928,1867,8/20/2009,A,Yes,View,A
S-929,SA-929-2009,7/23/2009,--,--,Report,
S-929,SA-929-2009R (916),7/23/2009,AA,Yes,,A
S-929,1856,8/20/2009,AA,Yes,View,A
S-930,SA-930-2009,7/23/2009,--,--,Report,
S-930,SA-930-2009R (917),7/23/2009,C,Yes,,A
S-930,1869,8/20/2009,C,Yes,View,B
S-931,1835,8/11/2009,C,No,View,NA
S-931,2297,9/15/2014,C,No,View,NA
S-932,1836,8/11/2009,C,No,View,NA
S-932,2298,9/15/2014,C,No,View,NA
S-933,1837,8/11/2009,C,No,View,NA
S-934,1838,8/11/2009,C,No,View,NA
S-935,SA-935-2004,7/20/2004,--,--,Report,
S-935,SA-935-2004R (282),7/20/2004,B,Yes,,B
S-935,SA-935-2009,7/22/2009,--,--,,
S-935,SA-935-2009R (902),7/22/2009,B,No,,C
S-935,1861,8/19/2009,B,Yes,View,A
S-936,1881,7/29/2009,A,No,View,C
S-937,1882,7/30/2009,A,No,View,B
S-938,1883,7/28/2009,A,No,View,B
S-939,1884,7/30/2009,A,No,View,NA
S-940,1885,7/30/2009,A,Indeterminate,View,I
S-941,1886,7/30/2009,AA,Yes,View,A
S-942,1890,9/2/2009,AA,Indeterminate,View,I
S-943,1891,9/15/2009,AA,Indeterminate,View,I
S-944,SA-944-2010,6/30/2010,--,--,Report,
S-944,SA-944-2010R (947),6/30/2010,B,No,,C
S-944,SA-944-2010R (948),6/30/2010,B,No,,C
S-944,SA-944-2012,6/25/2012,--,--,,
S-944,SA-944-2012R (1140),6/25/2012,B,No,,C
S-944,SA-944-2017,7/10/2017,--,--,,
S-944,SA-944-2017 (1677),7/10/2017,--,--,,
S-944,SA-944-2017R (1677),7/10/2017,--,--,,
S-944,2094,8/7/2012,B,Yes,View,B
S-944,2571,8/15/2017,B,No,View,C
S-945,SA-945-2010,6/30/2010,--,--,Report,
S-945,SA-945-2010C (950),6/30/2010,--,--,,
S-945,SA-945-2010L (951),6/30/2010,--,--,,
S-945,SA-945-2010R (949),6/30/2010,B,Yes,,B
S-945,SA-945-2012,6/25/2012,--,--,,
S-945,SA-945-2012R (1139),6/25/2012,B,No,,C
S-945,SA-945-2013,6/17/2013,--,--,,
S-945,SA-945-2013R (1321),6/17/2013,B,Yes,,B
S-946,SA-946-2010,7/14/2010,--,--,Report,
S-946,SA-946-2010R (972),7/14/2010,B,Yes,,A
S-946,1941,8/18/2010,B,Indeterminate,View,I
S-947,SA-947-2010,7/20/2010,--,--,Report,
S-947,SA-947-2010R (981),7/20/2010,B,Yes,,B
S-948,SA-948-2010,7/26/2010,--,--,Report,
S-948,SA-948-2010R (989),7/26/2010,B,Yes,,B
S-949,SA-949-2010,7/30/2010,--,--,Report,
S-949,SA-949-2010R (990),7/30/2010,C,Yes,,B
S-950,1953,8/23/2010,A,Yes,View,A
S-951,SA-951-2015,7/14/2015,--,--,Report,
S-951,SA-951-2015R (1530),7/14/2015,--,--,,
S-951,1973,8/31/2010,B,Indeterminate,View,I
S-951,2381,8/19/2015,B,Yes,View,A
S-952,SA-952-2017,7/11/2017,--,--,Report,
S-952,SA-952-2017 (1679),7/11/2017,--,--,,
S-952,SA-952-2017R (1679),7/11/2017,--,--,,
S-952,1924,8/12/2010,B,Indeterminate,View,I
S-953,1931,8/16/2010,C,Indeterminate,View,I
S-953,2369,8/19/2015,C,Yes,View,C
S-953,2517,9/8/2016,C,Indeterminate,View,I
S-954,SA-954-2010R (1048),8/11/2010,C,Yes,Report,A
S-954,SA-954-2018,7/17/2018,--,--,,
S-954,SA-954-2018 (1761),7/17/2018,--,--,,
S-954,SA-954-2018R (1761),7/17/2018,--,--,,
S-954,1956,8/24/2010,C,Yes,View,B
S-954,2660,8/14/2018,C,Yes,,A
S-954,2716,8/29/2018,C,Yes,,A
S-955,SA-955-2010S (1050),8/11/2010,--,--,Report,
S-955,1977,9/8/2010,C,Yes,View,C
S-956,SA-956-2010S (1049),8/11/2010,--,--,Report,
S-956,1978,9/8/2010,C,Yes,View,C
S-958,1991,9/15/2010,A,Yes,View,A
S-959,1992,9/15/2010,A,Yes,View,A
S-959,2067,9/12/2011,A,Yes,View,A
S-960,1993,9/16/2010,A,Yes,View,A
S-960,2066,9/12/2011,A,Yes,View,A
S-961,1994,9/16/2010,A,Yes,View,A
S-962,1995,9/16/2010,A,Yes,View,A
S-963,1996,9/16/2010,A,Yes,View,A
S-964,SA-964-2011,7/18/2011,--,--,Report,
S-964,SA-964-2011R (1087),7/18/2011,B,Yes,,A
S-964,1910,8/18/2004,B,Yes,Report,A
S-965,SA-965-2016,6/27/2016,--,--,Report,
S-965,SA-965-2016 (1615),6/27/2016,--,--,,
S-965,SA-965-2016R (1615),6/27/2016,--,--,,
S-965,1986,9/2/2010,A,Indeterminate,View,I
S-965,2157,9/10/2012,A,Yes,View,A
S-965,2696,9/7/2018,A,Indeterminate,,I
S-966,2017,9/30/2010,B,Yes,View,B
S-967,2018,9/30/2010,B,Yes,View,B
S-968,2019,9/30/2010,B,Yes,View,B
S-969,SA-969-2011,7/6/2011,--,--,Report,
S-969,SA-969-2011 (1076),7/6/2011,A,Yes,,A
S-970,SA-970-2011,7/6/2011,--,--,Report,
S-970,SA-970-2011R (1077),7/6/2011,A,Yes,,A
S-971,SA-971-2011,7/11/2011,--,--,Report,
S-971,SA-971-2011R (1080),7/11/2011,B,No,,C
S-971,2035,8/15/2011,B,No,View,NA
S-971,2314,8/27/2014,B,No,View,NA
S-972,SA-972-2016,7/18/2016,--,--,Report,
S-972,SA-972-2016R (1643),7/18/2016,--,--,,
S-972,2031,8/11/2011,B,Yes,View,B
S-972,2493,8/18/2016,B,Yes,View,A
S-973,2032,8/11/2011,B,Yes,View,B
S-974,2085,9/8/2011,B,No,View,NA
S-975,2086,8/11/2011,B,Indeterminate,View,I
S-976,2087,9/8/2011,B,No,View,NA
S-977,SA-977-2012,7/2/2012,--,--,Report,
S-977,SA-977-2012R (1143),7/2/2012,B,No,,NA
S-977,SA-977-2014,7/2/2014,--,--,,
S-977,SA-977-2014 (1373),7/2/2014,--,--,,
S-977,SA-977-2014R (1373),7/2/2014,B,No,,NA
S-977,2105,8/13/2012,B,No,View,NA
S-977,2253,8/5/2014,B,No,View,NA
S-978,2138,8/21/2012,B,Indeterminate,View,I
S-979,2137,8/21/2012,B,Indeterminate,View,I
S-980,2142,9/25/2012,AA,Yes,View,A
S-981,2143,9/25/2012,A,Yes,View,A
S-982,2144,9/24/2012,A,Yes,View,A
S-983,2145,9/24/2012,A,Yes,View,A
S-984,2146,9/24/2012,A,Yes,View,A
S-985,2147,9/25/2012,A,Yes,View,A
S-986,2148,9/25/2012,A,Yes,View,A
S-987,2149,9/24/2012,A,Yes,View,A
S-988,2150,8/9/2012,B,Yes,View,A
S-989,2151,8/16/2012,AA,Indeterminate,View,I
S-990,2152,8/16/2012,AA,Yes,View,A
S-991,2153,8/16/2012,A,No,View,C
S-992,2154,8/16/2012,A,No,View,C
S-993,2156,9/3/2012,B,Yes,View,B
S-994,2159,9/12/2012,AA,Yes,View,A
S-994,2698,9/13/2018,AA,Indeterminate,,I
S-995,2176,9/16/2010,A,Yes,View,A
S-996,2179,8/23/2012,A,No,View,B
S-997,2181,8/23/2012,A,Yes,View,A
S-998,SA-998-2015,7/27/2015,--,--,Report,
S-998,SA-998-2015R (1543),7/27/2015,B,Yes,,B
S-998,2195,8/8/2013,B,Yes,View,B
S-998,2350,8/6/2015,B,Yes,View,A
S-999,SA-999-2013,6/19/2013,--,--,Report,
S-999,SA-999-2013R (1326),6/19/2013,AA,Yes,,A
S-999,SA-999-2014,7/17/2014,--,--,,
S-999,SA-999-2014 (1396),7/17/2014,--,--,,
S-999,SA-999-2014R (1396),7/17/2014,AA,No,,B
S-999,SA-999-2015,7/23/2015,--,--,,
S-999,SA-999-2015R (1541),7/23/2015,AA,Yes,,A
S-999,SA-999-2018,7/2/2018,--,--,,
S-999,SA-999-2018 (1746),7/2/2018,--,--,,
S-999,SA-999-2018R (1746),7/2/2018,--,--,,
S-999,2201,8/14/2013,AA,Yes,View,A
S-999,2686,8/29/2018,AA,Yes,,A
S-1000,SA-1000-2018,7/25/2018,--,--,Report,
S-1000,SA-1000-2018 (1773),7/25/2018,--,--,,
S-1000,SA-1000-2018R (1773),7/25/2018,--,--,,
S-1000,2224,8/26/2013,A,Yes,View,A
S-1000,2678,8/27/2018,A,Indeterminate,,I
S-1001,SA-1001-2013,7/18/2013,--,--,Report,
S-1001,SA-1001-2013R (1361),7/18/2013,C,Yes,,B
S-1001,SA-1001-2018,7/23/2018,--,--,,
S-1001,2206,8/19/2013,C,Yes,View,C
S-1001,2667,8/16/2018,C,Yes,,A
S-1002,SA-1002-2013,7/25/2013,--,--,Report,
S-1002,SA-1002-2013R (1367),7/25/2013,B,Yes,,B
S-1002,SA-1002-2018,7/16/2018,--,--,,
S-1002,SA-1002-2018 (1759),7/16/2018,--,--,,
S-1002,SA-1002-2018R (1759),7/16/2018,--,--,,
S-1002,2211,8/20/2013,B,Yes,View,A
S-1002,2672,8/22/2018,B,Yes,,A
S-1003,SA-1003-2013,7/25/2013,--,--,Report,
S-1003,SA-1003-2013R (1366),7/25/2013,B,Yes,,A
S-1003,SA-1003-2018,7/16/2018,--,--,,
S-1003,SA-1003-2018 (1758),7/16/2018,--,--,,
S-1003,SA-1003-2018R (1758),7/16/2018,--,--,,
S-1003,2213,8/20/2013,B,Yes,View,A
S-1003,2674,8/22/2018,B,Yes,,A
S-1004,2223,8/26/2013,A,Yes,View,A
S-1005,SA-1005-2013,7/24/2013,--,--,Report,
S-1005,SA-1005-2013R (1364),7/24/2013,B,Yes,,B
S-1005,SA-1005-2014,7/7/2014,--,--,,
S-1005,SA-1005-2014 (1379),7/7/2014,--,--,,
S-1005,SA-1005-2014R (1379),7/7/2014,B,No,,C
S-1005,2291,8/21/2014,B,Yes,View,A
S-1006,SA-1006-2013,7/24/2013,--,--,Report,
S-1006,SA-1006-2013R (1362),7/24/2013,B,No,,C
S-1006,SA-1006-2014,7/10/2014,--,--,,
S-1006,SA-1006-2014 (1392),7/10/2014,--,--,,
S-1006,SA-1006-2014R (1392),7/10/2014,B,No,,C
S-1006,SA-1006-2017,8/9/2017,--,--,,
S-1006,SA-1006-2017R (1715),8/9/2017,--,--,,
S-1006,2286,8/21/2014,B,Yes,View,A
S-1007,SA-1007-2013,7/24/2013,--,--,Report,
S-1007,SA-1007-2013R (1363),7/24/2013,B,No,,C
S-1007,SA-1007-2014,7/10/2014,--,--,,
S-1007,SA-1007-2014 (1394),7/10/2014,--,--,,
S-1007,SA-1007-2014R (1394),7/10/2014,B,Yes,,B
S-1007,SA-1007-2017,8/7/2017,--,--,,
S-1007,SA-1007-2017R (1712),8/7/2017,--,--,,
S-1007,2289,8/21/2014,B,Yes,View,A
S-1008,SA-1008-2013,7/10/2013,--,--,Report,
S-1008,SA-1008-2013R (1350),7/10/2013,A,Yes,,A
S-1009,SA-1009-2013,7/9/2013,--,--,Report,
S-1009,SA-1009-2013R (1348),7/9/2013,A,Yes,,A
S-1009,SA-1009-2018,6/26/2018,--,--,,
S-1009,SA-1009-2018R (1739),6/26/2018,--,--,,
S-1009,2680,8/28/2018,A,Yes,Report,A
S-1010,2228,9/4/2013,AA,Indeterminate,View,I
S-1011,2229,9/9/2013,AA,No,View,B
S-1012,2231,8/15/2013,B,Yes,View,B
S-1013,2232,8/15/2013,B,Yes,View,B
S-1014,2233,8/15/2013,B,Yes,View,B
S-1015,2240,9/9/2013,C,No,View,NA
S-1015,2704,7/9/2018,C,No,,NA
S-1016,SA-1016-2014,7/29/2014,--,--,Report,
S-1016,SA-1016-2014 (1411),7/29/2014,--,--,,
S-1016,SA-1016-2014R (1411),7/29/2014,B,No,,C
S-1016,2280,8/20/2014,B,No,View,C
S-1017,SA-1017-2014,7/29/2014,--,--,Report,
S-1017,SA-1017-2014 (1408),7/29/2014,--,--,,
S-1017,SA-1017-2014R (1408),7/29/2014,B,Yes,,B
S-1017,2282,8/20/2014,B,Yes,View,A
S-1018,SA-1018-2014,7/8/2014,--,--,Report,
S-1018,SA-1018-2014 (1382),7/8/2014,--,--,,
S-1018,SA-1018-2014R (1382),7/8/2014,B,No,,C
S-1018,2272,8/19/2014,B,No,View,C
S-1019,SA-1019-2014,7/31/2014,--,--,Report,
S-1019,SA-1019-2014 (1417),7/31/2014,--,--,,
S-1019,SA-1019-2014R (1417),7/31/2014,B,No,,C
S-1019,2264,8/18/2014,B,Yes,View,B
S-1020,SA-1020-2014,7/7/2014,--,--,Report,
S-1020,SA-1020-2014R (1381),7/7/2014,B,Yes,,B
S-1021,SA-1021-2014,7/8/2014,--,--,Report,
S-1021,SA-1021-2014R (1386),7/8/2014,B,No,,C
S-1021,2276,8/19/2014,B,No,View,C
S-1022,SA-1022-2014,7/29/2014,--,--,Report,
S-1022,SA-1022-2014 (1409),7/29/2014,--,--,,
S-1022,SA-1022-2014R (1409),7/29/2014,B,No,,C
S-1022,2283,8/20/2014,B,Yes,View,A
S-1023,SA-1023-2014,7/8/2014,--,--,Report,
S-1023,SA-1023-2014 (1383),7/8/2014,--,--,,
S-1023,SA-1023-2014R (1383),7/8/2014,B,No,,C
S-1023,2273,8/19/2014,B,Yes,View,B
S-1024,SA-1024-2014,7/8/2014,--,--,Report,
S-1024,SA-1024-2014R (1384),7/8/2014,B,No,,C
S-1024,2271,8/19/2014,B,No,View,C
S-1025,SA-1025-2014,7/30/2014,--,--,Report,
S-1025,SA-1025-2014 (1412),7/30/2014,--,--,,
S-1025,SA-1025-2014R (1412),7/30/2014,B,No,,NA
S-1025,2266,8/18/2014,B,No,View,C
S-1026,SA-1026-2014,7/8/2014,--,--,Report,
S-1026,SA-1026-2014 (1385),7/8/2014,--,--,,
S-1026,SA-1026-2014R (1385),7/8/2014,B,No,,C
S-1026,2274,8/19/2014,B,Yes,View,B
S-1027,SA-1027-2014,7/8/2014,--,--,Report,
S-1027,SA-1027-2014 (1387),7/8/2014,--,--,,
S-1027,SA-1027-2014R (1387),7/8/2014,B,No,,C
S-1027,2275,8/19/2014,B,Yes,View,B
S-1028,SA-1028-2014,7/28/2014,--,--,Report,
S-1028,SA-1028-2014R (1403),7/28/2014,B,Yes,,B
S-1028,SA-1028-2017,7/26/2017,--,--,,
S-1028,SA-1028-2017R (1704),7/26/2017,--,--,,
S-1028,2293,8/22/2014,B,Yes,View,B
S-1029,2287,8/21/2014,B,Yes,View,A
S-1030,SA-1030-2014,7/9/2014,--,--,Report,
S-1030,SA-1030-2014 (1389),7/9/2014,--,--,,
S-1030,SA-1030-2014R (1389),7/9/2014,B,No,,C
S-1030,2267,8/18/2014,B,Yes,View,A
S-1031,SA-1031-2014,7/29/2014,--,--,Report,
S-1031,SA-1031-2014 (1405),7/29/2014,--,--,,
S-1031,SA-1031-2014R (1405),7/29/2014,B,No,,C
S-1031,2281,8/20/2014,B,Yes,View,A
S-1032,2251,8/29/2013,A,Yes,Report,A
S-1033,SA-1033-2014,7/22/2014,--,--,Report,
S-1033,SA-1033-2014 (1399),7/22/2014,--,--,,
S-1033,SA-1033-2014R (1399),7/22/2014,C,Yes,,C
S-1033,SA-1033-2015,7/15/2015,--,--,,
S-1033,SA-1033-2015 (1532),7/15/2015,--,--,,
S-1033,SA-1033-2015R (1532),7/15/2015,C,Yes,,B
S-1033,2260,8/12/2014,C,Yes,View,B
S-1034,SA-1034-2014,7/17/2014,--,--,Report,
S-1034,SA-1034-2014 (1395),7/17/2014,--,--,,
S-1034,SA-1034-2014R (1395),7/17/2014,A,Yes,,A
S-1035,2265,8/18/2014,B,Yes,View,B
S-1036,2294,8/22/2014,B,Yes,View,A
S-1037,2295,8/27/2014,A,No,View,B
S-1038,2262,8/12/2014,B,No,View,NA
S-1039,2299,8/18/2014,C,No,View,NA
S-1040,2300,8/18/2014,C,No,View,NA
S-1041,2301,8/25/2014,B,No,View,NA
S-1041,2389,8/20/2015,B,No,View,NA
S-1042,2306,9/10/2014,AA,Indeterminate,View,I
S-1043,2307,9/18/2014,C,Yes,View,B
S-1044,2311,8/27/2014,B,No,View,NA
S-1045,2312,8/27/2014,B,No,View,C
S-1046,2321,9/29/2014,B,Indeterminate,View,I
S-1046,2532,9/2/2015,B,Yes,View,A
S-1047,2322,9/29/2014,A,Indeterminate,View,I
S-1047,2533,9/2/2015,A,Yes,View,A
S-1047,2702,9/18/2018,A,Indeterminate,,I
S-1048,2323,9/29/2014,A,Yes,View,A
S-1049,2324,9/30/2014,A,Indeterminate,View,I
S-1049,2534,9/2/2015,A,Indeterminate,View,I
S-1050,2325,9/29/2014,B,Indeterminate,View,I
S-1050,2535,9/3/2015,B,Yes,View,A
S-1050,2712,9/18/2018,B,Indeterminate,,I
S-1051,2326,8/22/2014,B,No,Report,C
S-1052,2327,9/30/2014,B,Indeterminate,Report,I
S-1052,2536,9/2/2015,B,Yes,View,A
S-1052,2542,9/20/2016,B,Indeterminate,View,I
S-1052,2630,8/31/2017,B,Indeterminate,View,I
S-1052,2703,9/18/2018,B,Indeterminate,,I
S-1053,2328,9/29/2014,A,Yes,Report,A
S-1054,2329,9/29/2014,A,Yes,Report,A
S-1055,2330,9/29/2014,A,Indeterminate,Report,I
S-1056,2331,9/29/2014,A,Yes,Report,A
S-1057,2332,9/30/2014,B,Indeterminate,Report,I
S-1057,2537,9/3/2015,B,Yes,View,A
S-1057,2543,9/19/2016,B,Yes,View,A
S-1057,2631,8/31/2017,B,Indeterminate,View,I
S-1058,2333,9/29/2014,B,Yes,Report,A
S-1058,2538,9/3/2015,B,Yes,View,A
S-1058,2544,9/19/2016,B,Yes,View,A
S-1058,2632,8/31/2017,B,Yes,View,A
S-1058,2713,9/18/2018,B,Yes,,A
S-1059,2334,9/29/2014,B,Yes,Report,A
S-1059,2539,9/3/2015,B,No,View,C
S-1059,2700,9/18/2018,B,Indeterminate,,I
S-1060,2335,9/30/2014,B,Yes,Report,A
S-1060,2540,9/3/2015,B,Yes,View,A
S-1060,2545,9/19/2016,B,Indeterminate,View,I
S-1060,2633,8/31/2017,B,Yes,View,A
S-1060,2714,9/18/2018,B,Indeterminate,,I
S-1061,2336,9/30/2014,B,Indeterminate,Report,I
S-1061,2541,9/3/2015,B,Indeterminate,View,I
S-1061,2546,9/19/2016,B,Indeterminate,View,I
S-1061,2634,8/31/2017,B,Indeterminate,View,I
S-1061,2715,9/18/2018,B,Indeterminate,,I
S-1062,SA-1062-2015,9/2/2015,--,--,Report,
S-1062,SA-1062-2015R (1548),9/2/2015,AA,Yes,,A
S-1062,SA-1062-2018,7/27/2018,--,--,,
S-1062,SA-1062-2018 (1744),7/27/2018,--,--,,
S-1062,SA-1062-2018R (1744),7/27/2018,--,--,,
S-1063,SA-1063-2015,9/2/2015,--,--,Report,
S-1063,SA-1063-2015R (1549),9/2/2015,A,Yes,,A
S-1063,SA-1063-2018,7/27/2018,--,--,,
S-1063,SA-1063-2018 (1745),7/27/2018,--,--,,
S-1063,SA-1063-2018R (1745),7/27/2018,--,--,,
S-1064,2347,8/5/2015,B,No,View,NA
S-1065,2388,8/20/2015,B,No,View,C
S-1066,2370,8/19/2015,C,Yes,View,C
S-1066,2518,9/8/2016,C,Yes,View,C
S-1067,2401,7/8/2015,B,Indeterminate,Report,I
S-1068,2402,7/8/2015,B,Indeterminate,Report,I
S-1069,2403,7/8/2015,B,Indeterminate,Report,I
S-1070,2404,7/8/2015,B,Indeterminate,Report,I
S-1071,2405,7/8/2015,B,Indeterminate,Report,I
S-1072,2406,7/8/2015,B,Indeterminate,Report,I
S-1073,2407,7/8/2015,B,Indeterminate,Report,I
S-1074,2408,7/8/2015,B,Indeterminate,Report,I
S-1075,2409,7/8/2015,B,Indeterminate,Report,I
S-1076,2410,7/8/2015,B,Indeterminate,Report,I
S-1077,2417,9/14/2015,B,No,View,NA
S-1078,2419,9/14/2015,B,No,View,C
S-1079,2416,9/14/2015,B,No,View,NA
S-1080,2420,8/11/2015,B,No,View,C
S-1081,2421,8/11/2015,B,No,View,C
S-1082,2428,8/18/2015,C,Yes,View,A
S-1083,2429,8/18/2015,C,Yes,View,A
S-1084,2430,8/18/2015,B,No,View,C
S-1085,2431,9/15/2015,B,No,View,C
S-1086,2432,9/25/2015,B,Yes,View,A
S-1086,2635,8/15/2017,B,Yes,View,A
S-1087,2433,9/9/2010,B,Yes,View,A
S-1087,2434,8/21/2013,B,Yes,View,A
S-1087,2435,8/20/2014,B,Yes,View,A
S-1087,2436,7/1/2015,B,Yes,View,A
S-1088,2437,8/20/2013,B,Yes,View,A
S-1089,2443,8/19/2013,B,Yes,View,A
S-1090,2444,9/30/2009,B,Yes,View,A
S-1090,2445,8/4/2010,B,Yes,View,A
S-1090,2446,9/21/2012,B,Yes,View,A
S-1090,2447,8/20/2013,B,Yes,View,A
S-1090,2448,8/19/2013,B,Yes,View,A
S-1090,2449,8/19/2014,B,Yes,View,A
S-1090,2450,8/24/2015,B,Yes,View,A
S-1091,2452,9/9/2010,B,Yes,View,B
S-1091,2453,8/11/2014,B,Yes,View,A
S-1091,2454,7/2/2015,B,Yes,View,A
S-1091,2612,8/24/2016,B,Yes,View,A
S-1092,2455,9/25/2009,B,Yes,View,A
S-1092,2456,8/3/2010,B,Yes,View,A
S-1092,2457,8/11/2014,B,Yes,View,A
S-1092,2458,7/2/2015,B,Yes,View,A
S-1092,2613,8/25/2016,B,Yes,,A
S-1093,2459,9/30/2009,B,Yes,View,A
S-1093,2460,8/3/2010,B,Yes,View,A
S-1093,2461,8/20/2014,B,Yes,View,A
S-1093,2462,7/2/2015,B,Yes,View,A
S-1093,2614,8/25/2016,B,Yes,View,A
S-1094,SA-1094-2016,7/27/2016,--,--,Report,
S-1094,SA-1094-2016R (1653),7/27/2016,--,--,,
S-1095,2477,8/10/2016,B,Yes,View,A
S-1096,2478,8/10/2016,B,Indeterminate,View,I
S-1097,2483,8/15/2016,B,Indeterminate,View,I
S-1098,2489,8/16/2016,AA,Yes,View,A
S-1099,2505,8/23/2016,AA,No,View,B
S-1100,2502,8/23/2016,A,Yes,View,A
S-1101,2501,8/23/2016,A,No,View,C
S-1102,2511,8/24/2016,A,No,View,NA
S-1103,2519,9/8/2016,C,No,View,NA
S-1104,2520,8/23/2016,C,Yes,View,B
S-1105,2521,8/23/2016,B,Yes,View,B
S-1106,2522,8/23/2016,B,Yes,View,B
S-1107,2523,8/23/2016,B,No,View,NA
S-1108,2524,8/23/2016,B,No,View,NA
S-1109,2530,9/7/2016,B,Yes,View,A
S-1109,2531,9/7/2016,B,Yes,View,B
S-1111,SA-1111-2017,7/18/2017,--,--,Report,
S-1111,SA-1111-2017 (1690),7/18/2017,--,--,,
S-1111,SA-1111-2017R (1690),7/18/2017,--,--,,
S-1111,2587,8/23/2017,A,Yes,View,A
S-1113,2565,8/10/2017,A,Yes,View,A
S-1114,2566,8/10/2017,A,Yes,View,A
S-1115,2589,8/28/2017,AA,Yes,View,A
S-1115,2690,8/21/2018,AA,Yes,,A
S-1116,2590,8/28/2017,A,Yes,View,A
S-1116,2688,8/21/2018,A,Yes,,A
S-1117,2591,8/28/2017,A,Yes,View,A
