Station Number,Station,Town,County,Major Drainage,Site Type,Sample Type,Latitude,Longitude
S-123,LITTLE ANDROSCOGGIN RIVER - STATION 123,MECHANIC FALLS,ANDROSCOGGIN,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.10397940,-70.39187305
S-124,PENOBSCOT RIVER - STATION 124,ARGYLE TWP,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.01284618,-68.64503123
S-125,PENOBSCOT RIVER - STATION 125,ENFIELD,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.25560894,-68.64502731
S-126,PENOBSCOT RIVER - STATION 126,HOWLAND,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.23950072,-68.65224987
S-127,PENOBSCOT RIVER - STATION 127,HOWLAND,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.23170138,-68.65270534
S-128,PENOBSCOT RIVER - STATION 128,LINCOLN,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.35392555,-68.56270794
S-129,PENOBSCOT RIVER - STATION 129,LINCOLN,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.35392416,-68.55881887
S-130,PENOBSCOT RIVER - STATION 130,LINCOLN,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.41614979,-68.48715388
S-131,PENOBSCOT RIVER - STATION 131,MEDWAY,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.60394432,-68.53225078
S-132,EAST BRANCH PENOBSCOT RIVER - STATION 132,MEDWAY,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.61227693,-68.53614067
S-133,WEST BRANCH PENOBSCOT RIVER - STATION 133,MEDWAY,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.60614318,-68.54438260
S-134,MILLINOCKET STREAM - STATION 134,T07 R09 WELS,PISCATAQUIS,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.30254344,-68.82699035
S-135,PISCATAQUIS RIVER - STATION 135,SANGERVILLE,PISCATAQUIS,PENOBSCOT,STREAM/RIVER BIOMONITORING,ALGAE,45.17198052,-69.34786379
S-135,PISCATAQUIS RIVER - STATION 135,SANGERVILLE,PISCATAQUIS,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.17198052,-69.34786379
S-136,RANGELEY RIVER - STATION 136,RANGELEY,FRANKLIN,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,ALGAE,44.96815525,-70.77492567
S-136,RANGELEY RIVER - STATION 136,RANGELEY,FRANKLIN,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.96815525,-70.77492567
S-137,RANGELEY RIVER - STATION 137,RANGELEY,FRANKLIN,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,ALGAE,44.97502582,-70.78054858
S-137,RANGELEY RIVER - STATION 137,RANGELEY,FRANKLIN,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.97502582,-70.78054858
S-138,MILLINOCKET STREAM - STATION 138,T08 R08 WELS,PENOBSCOT,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.30671105,-68.81865676
S-139,KENNEBEC RIVER - STATION 139,SAPLING TWP,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.58448697,-69.71839082
S-140,THOMPSON LAKE OUTLET - STATION 140,OXFORD,OXFORD,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,ALGAE,44.13552131,-70.49143377
S-140,THOMPSON LAKE OUTLET - STATION 140,OXFORD,OXFORD,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.13552131,-70.49143377
S-141,EDDY BROOK - STATION 141,NEW GLOUCESTER,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.94283721,-70.32818039
S-142,EDDY BROOK - STATION 142,NEW GLOUCESTER,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.93489761,-70.32367803
S-143,MARE BROOK - STATION 143,BRUNSWICK,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.89524120,-69.95213269
S-143,MARE BROOK - STATION 143,BRUNSWICK,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.89524120,-69.95213269
S-144,MARE BROOK - STATION 144,BRUNSWICK,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.87959786,-69.92385130
S-144,MARE BROOK - STATION 144,BRUNSWICK,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.87959786,-69.92385130
S-145,KENDUSKEAG STREAM - STATION 145,KENDUSKEAG,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,ALGAE,44.93808737,-68.95215861
S-145,KENDUSKEAG STREAM - STATION 145,KENDUSKEAG,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.93808737,-68.95215861
S-146,KENDUSKEAG STREAM - STATION 146,KENDUSKEAG,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.89789377,-68.88217170
S-147,KENDUSKEAG STREAM - STATION 147,BANGOR,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.81840244,-68.79503649
S-148,TUNK STREAM - STATION 148,CHERRYFIELD,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.60524304,-67.99267786
S-149,CARLETON STREAM - STATION 149,BLUE HILL,HANCOCK,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.39879245,-68.63154027
S-150,CARLETON STREAM - STATION 150,BLUE HILL,HANCOCK,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.38766370,-68.62007867
S-151,PISCATAQUIS RIVER - STATION 151,DOVER-FOXCROFT,PISCATAQUIS,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.18280641,-69.21993264
S-152,PISCATAQUIS RIVER - STATION 152,DOVER-FOXCROFT,PISCATAQUIS,PENOBSCOT,STREAM/RIVER BIOMONITORING,ALGAE,45.18562100,-69.16803800
S-152,PISCATAQUIS RIVER - STATION 152,DOVER-FOXCROFT,PISCATAQUIS,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.18562100,-69.16803800
S-153,LITTLE MADAWASKA RIVER - STATION 153,CARIBOU,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.90458975,-67.95634309
S-154,SCOPAN STREAM - STATION 154,MASARDIS,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.55670732,-68.32726133
S-155,PLEASANT RIVER (PRESUMPSCOT) - STATION 155,WINDHAM,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.78672684,-70.42064437
S-156,ROYAL RIVER - STATION 156,NEW GLOUCESTER,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.99342499,-70.26841174
S-157,ROYAL RIVER - STATION 157,NEW GLOUCESTER,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.98118698,-70.26560937
S-158,CROOKED RIVER - STATION 158,WATERFORD,OXFORD,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.23169450,-70.76101852
S-159,TUNK STREAM - STATION 159,T10 SD,HANCOCK,MAINE COASTAL,STREAM/RIVER BIOMONITORING,ALGAE,44.60982393,-68.05634510
S-159,TUNK STREAM - STATION 159,T10 SD,HANCOCK,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.60982393,-68.05634510
S-160,AROOSTOOK RIVER - STATION 160,ASHLAND,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.62372608,-68.41956672
S-161,AROOSTOOK RIVER - STATION 161,ASHLAND,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.65856053,-68.40512577
S-162,MOXIE STREAM - STATION 162,EAST MOXIE TWP,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.35265768,-69.87135460
S-163,SACO RIVER - STATION 163,FRYEBURG,OXFORD,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.03775980,-70.98406023
S-164,SACO RIVER - STATION 164,FRYEBURG,OXFORD,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.03867666,-70.98181197
S-165,KENNEBEC RIVER - STATION 165,PLEASANT RIDGE PLT,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.06894250,-69.90450438
S-166,SACO RIVER - STATION 166,BUXTON,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.56936700,-70.55483200
S-167,SACO RIVER - STATION 167,HOLLIS,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.66555641,-70.60241865
S-168,KENNEBEC RIVER - STATION 168,SIDNEY,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.47836875,-69.68435663
S-169,KENNEBEC RIVER - STATION 169,SIDNEY,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.38295064,-69.72873746
S-170,SABATTUS RIVER - STATION 170,LISBON,ANDROSCOGGIN,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,ALGAE,44.03236571,-70.10332714
S-170,SABATTUS RIVER - STATION 170,LISBON,ANDROSCOGGIN,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.03236571,-70.10332714
S-172,SEBASTICOOK RIVER - STATION 172,WINSLOW,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,44.53967400,-69.62292593
S-172,SEBASTICOOK RIVER - STATION 172,WINSLOW,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.53967400,-69.62292593
S-173,WEST BRANCH PENOBSCOT RIVER - STATION 173,MEDWAY,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.60894142,-68.54725170
S-174,KENNEBEC RIVER - STATION 174,SKOWHEGAN,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.75394965,-69.73894037
S-175,SACO RIVER - STATION 175,FRYEBURG,OXFORD,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.04056456,-70.97814620
S-176,PENOBSCOT RIVER - STATION 176,VEAZIE,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.83451675,-68.70114485
S-177,LITTLE MADAWASKA RIVER - STATION 177,CARIBOU,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.86004205,-67.93891238
S-178,SALMON FALLS RIVER - STATION 178,ACTON,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.50018129,-70.95958664
S-179,SALMON FALLS RIVER - STATION 179,ACTON,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.49459253,-70.96479188
S-180,PENOBSCOT RIVER - STATION 180,LINCOLN,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.33777741,-68.58899765
S-181,KENNEBEC RIVER - STATION 181,BINGHAM,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.05806600,-69.89165185
S-182,MATTAMISCONTIS STREAM - STATION 182,MATTAMISCONTIS TWP,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.33853662,-68.59267803
S-183,MATTAMISCONTIS STREAM - STATION 183,T02 R08 NWP,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.40114434,-68.64271102
S-184,LIVELY BROOK - STATION 184,TURNER,ANDROSCOGGIN,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.29939454,-70.25534115
S-185,LIVELY BROOK - STATION 185,TURNER,ANDROSCOGGIN,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.30415171,-70.24637931
S-186,ST JOHN RIVER - STATION 186,VAN BUREN,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,47.16509041,-67.93694045
S-187,ST JOHN RIVER - STATION 187,GRAND ISLE,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,47.30754311,-68.15044839
S-188,HOUSE BROOK - STATION 188,TURNER,ANDROSCOGGIN,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.31197159,-70.24876671
S-189,LIVELY BROOK - STATION 189,TURNER,ANDROSCOGGIN,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.30946771,-70.23271778
S-190,HOUSE BROOK - STATION 190,TURNER,ANDROSCOGGIN,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.32095509,-70.24156336
S-191,NARRAGUAGUS RIVER - STATION 191,DEBLOIS,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.72588753,-68.02331202
S-192,NARRAGUAGUS RIVER - STATION 192,DEBLOIS,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.72018598,-68.02294773
S-193,MCCOY BROOK - STATION 193,DEBLOIS,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.72368186,-68.02580410
S-194,EAST BRANCH SEBASTICOOK RIVER - STATION 194,CORINNA,PENOBSCOT,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,44.92079221,-69.26049021
S-194,EAST BRANCH SEBASTICOOK RIVER - STATION 194,CORINNA,PENOBSCOT,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.92079221,-69.26049021
S-195,KENNEBEC RIVER - STATION 195,SKOWHEGAN,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.73991534,-69.64947055
S-196,KENNEBEC RIVER - STATION 196,BENTON,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,44.62463700,-69.57727000
S-196,KENNEBEC RIVER - STATION 196,BENTON,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.62463700,-69.57727000
S-197,PRESQUE ISLE STREAM - STATION 197,PRESQUE ISLE,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,ALGAE,46.69750200,-68.01720300
S-197,PRESQUE ISLE STREAM - STATION 197,PRESQUE ISLE,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.69664528,-68.01813207
S-198,ST CROIX RIVER - STATION 198,BAILEYVILLE,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.15584444,-67.39534745
S-199,ST CROIX RIVER - STATION 199,BARING PLT,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.12690575,-67.33722760
S-200,ST CROIX RIVER - STATION 200,CALAIS,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.15389693,-67.29385865
S-201,ST CROIX RIVER - STATION 201,BAILEYVILLE,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.15726299,-67.39829112
S-202,ST CROIX RIVER - STATION 202,BAILEYVILLE,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.12998065,-67.35500744
S-203,DEAD RIVER - STATION 203,T03 R04 BKP WKR,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.23134671,-70.19728563
S-204,BUTTERFIELD BROOK - STATION 204,CASWELL,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.96084008,-67.86599309
S-205,GREENLAW BROOK - STATION 205,LIMESTONE,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.91596506,-67.92741361
S-206,WOLVERTON BROOK - STATION 206,CASWELL,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.96272862,-67.92902451
S-207,PENOBSCOT RIVER - STATION 207,MILFORD,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.94277534,-68.65060044
S-208,PENOBSCOT RIVER - STATION 208,ENFIELD,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.32349958,-68.60586089
S-209,DEAD RIVER - STATION 209,T03 R04 BKP WKR,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.29185233,-70.22464249
S-210,DEAD RIVER - STATION 210,T03 R05 BKP WKR,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.29989450,-70.21964735
S-211,PRESQUE ISLE STREAM - STATION 211,PRESQUE ISLE,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,ALGAE,46.68209584,-68.01725688
S-211,PRESQUE ISLE STREAM - STATION 211,PRESQUE ISLE,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.68209584,-68.01725688
S-212,PATTEE BROOK - STATION 212,FORT FAIRFIELD,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.74768494,-67.80013241
S-213,SALMON BROOK - STATION 213,WASHBURN,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.81959370,-68.15760121
S-214,SALMON BROOK - STATION 214,WASHBURN,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.78076690,-68.15885548
S-215,DUDLEY BROOK - STATION 215,CHAPMAN,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,ALGAE,46.65663716,-68.16098298
S-215,DUDLEY BROOK - STATION 215,CHAPMAN,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.65663716,-68.16098298
S-216,CARPENTER BROOK - STATION 216,WATERBORO,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.53024796,-70.71797179
S-217,CARPENTER BROOK - STATION 217,WATERBORO,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.53015219,-70.71865203
S-218,RED BROOK - STATION 218,SCARBOROUGH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.63669032,-70.37760898
S-219,RED BROOK - STATION 219,SCARBOROUGH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.63346997,-70.37658748
S-220,HATCHERY BROOK - STATION 220,GRAY,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.92079771,-70.34616098
S-221,LIBBY BROOK - STATION 221,GRAY,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.91997229,-70.32783015
S-222,ANDROSCOGGIN RIVER - STATION 222,LIVERMORE,ANDROSCOGGIN,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.46919073,-70.18931969
S-223,PRESUMPSCOT RIVER - STATION 223,WINDHAM,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.82907591,-70.44828585
S-224,PRESUMPSCOT RIVER - STATION 224,WINDHAM,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.72560980,-70.41787788
S-225,ROYAL RIVER - STATION 225,NEW GLOUCESTER,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.92261300,-70.26241200
S-226,ROYAL RIVER - STATION 226,GRAY,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.88606088,-70.27965228
S-227,COLLYER BROOK - STATION 227,GRAY,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.89677949,-70.29411924
S-228,COLLYER BROOK - STATION 228,GRAY,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.89193984,-70.27762883
S-228,COLLYER BROOK - STATION 228,GRAY,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.89193984,-70.27762883
S-229,LITTLE MADAWASKA RIVER - STATION 229,CARIBOU,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.93122860,-67.97202444
S-230,LITTLE MADAWASKA RIVER - STATION 230,CARIBOU,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,ALGAE,46.88729466,-67.94498923
S-230,LITTLE MADAWASKA RIVER - STATION 230,CARIBOU,AROOSTOOK,ST. JOHN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,46.88729466,-67.94498923
S-231,MILL STREAM - STATION 231,WINTHROP,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.30936930,-69.97147617
S-232,MILL STREAM - STATION 232,WINTHROP,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,44.30527200,-69.97179300
S-232,MILL STREAM - STATION 232,WINTHROP,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.30527152,-69.97179300
S-233,ANDROSCOGGIN RIVER - STATION 233,LIVERMORE,ANDROSCOGGIN,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.46895411,-70.18783608
S-234,KENNEBEC RIVER - STATION 234,HALLOWELL,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.28340170,-69.78921165
S-235,BOG STREAM - STATION 235,DEBLOIS,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.74231906,-67.92853094
S-236,BOG STREAM - STATION 236,DEBLOIS,WASHINGTON,MAINE COASTAL,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.74307559,-67.92800860
S-237,CROOKED RIVER - STATION 237,NAPLES,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,ALGAE,43.99870100,-70.57209300
S-237,CROOKED RIVER - STATION 237,NAPLES,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.99870076,-70.57209286
S-238,PRESUMPSCOT RIVER - STATION 238,WESTBROOK,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.68219852,-70.35464435
S-239,KENNEBEC RIVER - STATION 239,WINSLOW,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.51345879,-69.66823920
S-240,STROUDWATER RIVER - STATION 240,GORHAM,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.64558663,-70.40884396
S-241,SEBASTICOOK RIVER - STATION 241,BURNHAM,WALDO,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.72743296,-69.40453900
S-242,ROYAL RIVER - STATION 242,YARMOUTH,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.80093164,-70.18000205
S-243,SALMON FALLS RIVER - STATION 243,SOUTH BERWICK,YORK,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.22976822,-70.81730646
S-244,ANDROSCOGGIN RIVER - STATION 244,LIVERMORE,ANDROSCOGGIN,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.47438148,-70.19441843
S-245,DEAD RIVER - STATION 245,T03 R04 BKP WKR,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.24168583,-70.20344072
S-246,PENOBSCOT RIVER - STATION 246,EDINBURG,PENOBSCOT,PENOBSCOT,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,45.21518191,-68.64312208
S-247,ANDROSCOGGIN RIVER - STATION 247,JAY,FRANKLIN,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.50790647,-70.23269895
S-248,RAPID RIVER - STATION 248,UPTON,OXFORD,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.77159445,-70.97430913
S-249,RAPID RIVER - STATION 249,UPTON,OXFORD,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.76453026,-70.94691098
S-250,RAPID RIVER - STATION 250,TOWNSHIP C,OXFORD,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.77560683,-70.92426640
S-251,RAPID RIVER - STATION 251,RICHARDSONTOWN TWP,OXFORD,ANDROSCOGGIN,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.88274635,-70.86954290
S-252,EAST BRANCH SEBASTICOOK RIVER - STATION 252,DETROIT,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.79322868,-69.29506503
S-253,COBBOSSEECONTEE STREAM - STATION 253,GARDINER,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,44.23030463,-69.77256510
S-253,COBBOSSEECONTEE STREAM - STATION 253,GARDINER,KENNEBEC,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.23030463,-69.77256510
S-254,MILL STREAM - STATION 254,NORRIDGEWOCK,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.70507867,-69.84984961
S-255,COLD BROOK - STATION 255,SKOWHEGAN,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,ALGAE,44.78256894,-69.72576837
S-255,COLD BROOK - STATION 255,SKOWHEGAN,SOMERSET,KENNEBEC,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,44.78256894,-69.72576837
S-256,CAPISIC BROOK - STATION 256,PORTLAND,CUMBERLAND,SACO,STREAM/RIVER BIOMONITORING,MACROINVERTEBRATE,43.68497353,-70.30296627
